episode,step,agent1_prev_action,agent1_curr_action,agent2_prev_action,agent2_curr_action,agent1_response_to_agent2,agent2_response_to_agent1
0,1,-0.1400753932792248,-0.34277616543798906,0.2074849,0.84766626,-0.5502610663893746,0.9877416568595471
0,2,-0.34277616543798906,-0.045696016277251617,0.84766626,0.4831505,-0.8933622798575739,0.8259266774180458
0,3,-0.045696016277251617,-0.2809822909134523,0.4831505,0.4409946,-0.764132802893509,0.4866906067981104
0,4,-0.2809822909134523,-0.1471590343016096,0.4409946,-0.15908487,-0.5881536248224684,0.12189741950212873
0,5,-0.1471590343016096,-0.49257506694049846,-0.15908487,0.73940444,-0.3334901955291749,0.886563474227757
0,6,-0.49257506694049846,-0.18081606997174293,0.73940444,0.5595399,-0.9202205098978904,1.052114981071663
0,7,-0.18081606997174293,-0.22405363090156705,0.5595399,-0.37158474,-0.7835935450327316,-0.19076867328959435
0,8,-0.22405363090156705,0.20635824675709435,-0.37158474,0.7072874,0.5779429900184316,0.9313410020601669
0,9,0.20635824675709435,0.28155655369415267,0.7072874,0.23409142,-0.4257308174644472,0.02773316924422553
0,10,0.28155655369415267,-0.36524354602849773,0.23409142,-0.89884174,-0.5993349620298176,-1.1803982923950194
0,11,-0.36524354602849773,-0.07388017343618447,-0.89884174,0.8957972,0.8249615652646822,1.2610407390788823
0,12,-0.07388017343618447,-0.33510432093700493,0.8957972,0.8149553,-1.2309015139873893,0.8888354675684171
0,13,-0.33510432093700493,-0.21870858248719482,0.8149553,0.19677985,-1.0336638766194275,0.5318841680820855
0,14,-0.21870858248719482,-0.09928377949247802,0.19677985,-0.83144736,-0.2960636266375586,-0.6127387804125854
0,15,-0.09928377949247802,-0.5515404927281824,-0.83144736,0.026531376,0.2799068701715979,0.12581515543709243
0,16,-0.5515404927281824,0.07764661271588102,0.026531376,-0.5612065,0.051115236771266614,-0.009666026875546851
0,17,0.07764661271588102,0.07764661271588102,-0.5612065,0.65727925,0.6388531323196103,0.5796326402901004
0,18,0.07764661271588102,0.07764661271588102,0.65727925,0.30834144,-0.5796326402901004,0.23069483082278475
0,19,0.07764661271588102,0.07764661271588102,0.30834144,-0.23832753,-0.23069483082278475,-0.3159741457225491
0,20,0.07764661271588102,0.07764661271588102,-0.23832753,-0.67042696,0.3159741457225491,-0.7480735774757077
0,21,0.07764661271588102,0.07764661271588102,-0.67042696,0.004750602,0.7480735774757077,-0.07289601076857344
0,22,0.07764661271588102,0.07764661271588102,0.004750602,0.45959166,0.07289601076857344,0.38194504420741304
0,23,0.07764661271588102,0.07764661271588102,0.45959166,-0.10355696,-0.38194504420741304,-0.18120357353703276
0,24,0.07764661271588102,0.07764661271588102,-0.10355696,-0.3967348,0.18120357353703276,-0.47438141663090483
0,25,0.07764661271588102,0.07764661271588102,-0.3967348,-0.684226,0.47438141663090483,-0.7618725891830136
0,26,0.07764661271588102,0.07764661271588102,-0.684226,0.50034857,0.7618725891830136,0.42270195524676546
0,27,0.07764661271588102,0.07764661271588102,0.50034857,-0.8752003,-0.42270195524676546,-0.9528468843223263
0,28,0.07764661271588102,0.07764661271588102,-0.8752003,0.17290804,0.9528468843223263,0.09526142518504366
0,29,0.07764661271588102,0.07764661271588102,0.17290804,-0.69566107,-0.09526142518504366,-0.7733076806785275
0,30,0.07764661271588102,0.07764661271588102,-0.69566107,-0.8408115,0.7733076806785275,-0.9184581037284543
0,31,0.07764661271588102,0.07764661271588102,-0.8408115,0.9486808,0.9184581037284543,0.8710342053650211
0,32,0.07764661271588102,0.07764661271588102,0.9486808,0.5874606,-0.8710342053650211,0.5098139647720645
0,33,0.07764661271588102,0.07764661271588102,0.5874606,0.7479349,-0.5098139647720645,0.670288265156586
0,34,0.07764661271588102,0.07764661271588102,0.7479349,-0.37402555,-0.670288265156586,-0.45167216618077055
0,35,0.07764661271588102,0.37344093935960565,-0.37402555,0.4788575,0.7474664928244952,0.40121087472422823
0,36,0.37344093935960565,0.34189654705961225,0.4788575,-0.63119054,-0.136960940380497,-1.0046314777659777
0,37,0.34189654705961225,0.3834540370599817,-0.63119054,0.4319486,1.0146445754663538,0.09005205513994219
0,38,0.3834540370599817,0.39284472762076916,0.4319486,0.53719884,-0.03910387457878528,0.15374480451182615
