Video,Second,L_C,L_A,R_C,R_A
AAKTSE1,4.9680210873114654e-15,246.8401651913117,892.7399520175259,-217.1567919,-412.1142837
AAKTSE1,5.736875293394546e-15,258.4280866255227,775.1951214729852,-286.8110088,-542.6402984
AAKTSE1,2.9530158206771317e-15,230.54934139306758,760.6058464840013,-273.2841146,-564.9940907
AAKTSE1,3.721870026760216e-15,161.96059616061243,814.1187937172391,-239.8716649,-494.1001054
AAKTSE1,4.490724232843297e-15,6.744073150379334,737.5672965060326,-63.45032625,-412.4016755
AAKTSE1,1.7068647601258829e-15,14.91088347347954,822.6446881837148,13.929901266947752,-523.9099124
AAKTSE1,2.4757189662089634e-15,-49.0523062,733.1743020836193,-30.44653788,-499.6125936
AAKTSE1,6.797286851092545e-15,-85.82549588,706.7428048724128,-55.9207548,-513.0274971
AAKTSE1,4.013427378375128e-15,-80.59757445,656.8546409945394,-50.88497172,-534.0635118
AAKTSE1,3.0059247450579612e-15,-67.3285419,614.1764771166662,-55.18029976,-535.196193
AAKTSE1,5.5511357905412916e-15,-33.61506491,608.1683132,-28.19340557,-552.1666521
AAKTSE1,4.543633157224126e-15,-49.07269903,542.1034826942533,-0.766511382,-559.5815556
AAKTSE1,3.5361305239069626e-15,-60.98811093,484.46531881637975,-8.799617194,-637.6642369
AAKTSE1,4.304984729990043e-15,-59.10241172,491.8827104940621,-5.778278562,-677.4113626
AAKTSE1,3.2974820966728767e-15,-67.81115695,566.1323243939667,73.13083784867779,-546.5329328
AAKTSE1,5.8426931421562074e-15,-61.38545774,426.7408271827601,130.83217648121553,132.564386
AAKTSE1,4.835190508839041e-15,20.65690813869303,96.74155219,123.2668484470874,143.82837134164092
AAKTSE1,3.827687875521874e-15,317.6370517951269,38.85449942701385,67.58596485740216,-27.19319883
AAKTSE1,4.596542081604955e-15,528.2127510071158,-29.95366445,-16.45380762,-435.8636579
AAKTSE1,3.589039448287788e-15,538.5795613302157,-11.0845556,74.19035929419547,-601.8617937
AAKTSE1,2.5815368149706216e-15,328.17081609776056,-0.822214429,129.38220297723856,-636.8390204
AAKTSE1,5.126747860453953e-15,212.20207086530547,0.4685105821874913,69.92576383199912,-51.32059061
AAKTSE1,4.119245227136788e-15,43.036658966183374,-214.9896533,284.12265802009216,434.17228366376776
AAKTSE1,4.8880994332198675e-15,-24.38653071,-309.755595,178.23955220818593,194.7129357174556
AAKTSE1,3.880596799902702e-15,60.69361294571717,-305.6226477,106.71311306294568,-216.2364122
AAKTSE1,4.6494510059857855e-15,261.7259788243731,-404.4519227,2.1455628065944925,4.907573158164531
AAKTSE1,3.641948372668619e-15,312.7039003,-635.7823088,-125.4297652,-1.225108121
AAKTSE1,3.522624159051576e-15,321.72182169279586,-834.3349171,-194.7173155,-48.28445607
AAKTSE1,4.291478365134658e-15,166.86701585427977,-862.4777275,-298.4593102,-144.4171373
AAKTSE1,4.172154151517615e-15,-48.90011322,-871.3956893,-368.0868604,-39.10426307
AAKTSE1,3.1646515182004485e-15,-23.62219178,-875.4482977,-259.2366329,96.60527787104809
AAKTSE1,3.9335057242835316e-15,19.417951874085432,-885.4531282,-139.6252943,227.13592992473596
AAKTSE1,3.8141815106664886e-15,30.232539974963416,-849.5212921,-231.1406223,-5.680084688
AAKTSE1,3.694857297049447e-15,123.0382391869522,-738.1705671,-279.6748392,-33.54054375
