Video,Second,L_C,L_A,R_C,R_A
AAKTSE1,-4.16E-15,146.9545079839285,-659.1976283,118.07241666726952,479.7239929783465
AAKTSE1,1.0822831244198389e-14,132.71242941813935,-620.0424589,332.96931085536323,668.7846450320344
AAKTSE1,-2.62E-15,150.59368418568428,-591.4761783,295.32509393234614,636.4775193079444
AAKTSE1,-1.85E-15,122.33049450878416,-578.3054533,147.70976589821692,665.8559491
AAKTSE1,-1.08E-15,125.01952705410703,-575.2125061,-7.015562136,462.79771230420977
AAKTSE1,-3.13E-16,149.23633737720692,-587.4384477,69.15688760773736,496.23058658011865
AAKTSE1,4.562475594118118e-16,132.45981436697383,-636.6255005,222.41044846249733,702.5279053004734
AAKTSE1,1.2251017654948925e-15,69.01329135674071,-732.5914422,233.4373426505911,661.9018906874946
AAKTSE1,1.9939559715779728e-15,26.592323902063594,-735.0340505,229.51090350535085,611.4592094
AAKTSE1,2.762810177661054e-15,7.3846897807185226,-714.5644366,173.70446436011068,235.69986146153695
AAKTSE1,3.5316643837441345e-15,34.489681922001395,-689.9948227,205.5513585482045,390.8138468
AAKTSE1,4.300518589827215e-15,55.79386598247498,-673.237431,165.4104749585202,450.19783223557965
AAKTSE1,5.069372795910296e-15,42.55734297224187,-481.1800393,126.28181359105807,449.0351509559338
AAKTSE1,5.838227001993377e-15,303.59081996200905,-557.6482032,109.23093000137384,425.8380252318442
AAKTSE1,6.607081208076457e-15,214.5865191739979,-475.9819226,255.6022686339116,468.6931217
AAKTSE1,-6.83E-15,69.89999616376477,-381.7978643,86.34916282200538,115.0393293392198
AAKTSE1,-6.07E-15,-4.232082402,-416.7671393,2.591612566,74.63998139290806
AAKTSE1,-5.30E-15,44.99806125440962,-452.6764143,3.0529511981919994,215.40285566881744
AAKTSE1,-4.53E-15,0.6570937997315198,-429.3768004,153.82317871961882,504.97461883361655
AAKTSE1,-3.76E-15,34.74501523,-367.922136,222.68340624104556,585.1063819984151
AAKTSE1,-2.99E-15,151.1840477792663,-434.4453503,34.73141154025034,370.82703405210333
AAKTSE1,-2.22E-15,150.50308032458818,-488.4701809,66.74941683945517,417.93990832801313
AAKTSE1,-1.45E-15,122.57726438506207,-438.3375367,311.5040888,701.2583381594785
AAKTSE1,-6.84E-16,4.784478748566968,-425.7776198,377.5732052156418,738.6667679909443
AAKTSE1,8.476855370528545e-17,14.530177960555946,-463.8835614,249.93565495929053,557.7229756001879
AAKTSE1,8.536227597883661e-16,-22.36412283,-535.8750586,156.47477136960632,430.18029432054203
AAKTSE1,1.6224769658714468e-15,-51.17064584,-545.6510003,142.84722111325507,361.1742797075628
AAKTSE1,2.391331171954528e-15,-77.41050218,-547.9369419,237.64967085690427,594.6915984279177
AAKTSE1,3.1601853780376077e-15,-180.1881363,-556.8628836,340.76545393388676,822.0722504816055
AAKTSE1,3.929039584120689e-15,-228.9724371,-608.3810475,292.37012589975757,625.9540136464044
AAKTSE1,4.6978937902037695e-15,-461.8045157,-613.5892113,209.2259089767403,440.60355458898107
AAKTSE1,5.46674799628685e-15,-210.4702306,-533.5664661,150.13946983150012,456.8197621982249
AAKTSE1,6.235602202369931e-15,-82.4997839,-443.2077613,98.78969735292686,141.62152536302347
AAKTSE1,7.0044564084530115e-15,67.42369309067986,-469.9003696,-19.56118624,19.385510750044247
AAKTSE1,-2.06E-14,72.89050341377978,-530.4952002,-29.37318094,6.396162803732352
AAKTSE1,-1.99E-14,-70.8260196,-510.2878085,-123.6251756,64.56014819075314
AAKTSE1,-1.91E-14,-148.9069871,-382.7948613,-184.1182815,-39.59031087
AAKTSE1,-1.83E-14,-162.7201767,-97.9074696,-139.6147206,-86.95410326
AAKTSE1,-1.76E-14,-199.7766997,278.03214429923025,43.96884025926561,102.22432657403957
AAKTSE1,-1.68E-14,-270.9476672,184.80398042135738,-101.9809322,-374.6205769
AAKTSE1,-1.60E-14,-347.311968,39.13914987681708,-71.89626025,-229.4321471
AAKTSE1,-1.53E-14,-133.7251577,150.4576526656108,-186.6860327,-241.9392728
AAKTSE1,-1.45E-14,17.124985998581906,261.36615545440384,-262.4913608,-316.2663985
AAKTSE1,-1.37E-14,-11.0004259,544.0757693543084,-256.3233555,-360.9624132
AAKTSE1,-1.30E-14,32.55416220033771,504.02649436532397,-171.4775724,-460.6828722
AAKTSE1,-1.22E-14,-45.11236081,472.3716638207841,-176.5406782,-498.8199979
AAKTSE1,-1.14E-14,76.70889395764945,552.8001666095776,-159.5826729,-525.8860126
AAKTSE1,-1.07E-14,25.046815391860385,607.8164471761489,-113.8024454,-541.7753605
AAKTSE1,-9.88E-15,-241.5808187,568.7093944093866,-101.7099956,-570.5747084
AAKTSE1,-9.12E-15,-205.1773417,888.6123416426242,-80.90421256,-598.7940564
AAKTSE1,-8.35E-15,-262.886087,599.1841777647512,-33.70954059,-706.5634043
AAKTSE1,-7.58E-15,-45.24705443,612.2393472202114,-11.17931307,-733.1038634
AAKTSE1,-6.81E-15,95.96975589625082,866.9711833,-5.774641107,-685.6365447
AAKTSE1,-6.04E-15,155.15767733046272,964.2241305755754,-84.17663581,-540.0347815
AAKTSE1,-5.27E-15,187.0867098757846,916.0681889199248,-482.7786305,-529.3907961
AAKTSE1,-4.50E-15,133.66018686555145,819.2400250420512,-439.748403,-589.1901441
AAKTSE1,-3.73E-15,60.02699718865167,727.4751944975117,-348.0003977,-639.3606031
AAKTSE1,-2.96E-15,154.75714084508527,749.5036973,58.09871872193069,-632.0499511
AAKTSE1,-2.20E-15,25.489506723741194,782.5977556306544,155.88227957669048,-684.4781879
AAKTSE1,-1.43E-15,42.39853926906305,732.9118139750029,-31.44638179,-646.128647
AAKTSE1,-2.91E-14,59.54423848105295,664.3836500971292,-23.67059871,-611.7279949
AAKTSE1,-2.83E-14,40.77104880415282,735.8365973303676,-62.37259341,-617.308454
AAKTSE1,-2.75E-14,20.988970238363756,815.9506556747169,-60.56236589,-612.1855797
AAKTSE1,-2.68E-14,54.934669450353645,611.2713807,-69.79547171,-622.8949276
AAKTSE1,-2.60E-14,20.131479773453528,176.36321680785903,-63.81524418,-683.5509423
AAKTSE1,-2.52E-14,80.16495676,174.19171959665243,-15.59501666,-772.7691791
AAKTSE1,-2.45E-14,-216.0671218,11.255777941001298,-13.90367803,-823.6429715
AAKTSE1,-2.37E-14,-224.2080893,-288.9901637,-15.25567273,-884.0523194
AAKTSE1,5.492644190956954e-15,-261.4168345,-363.7738831,-30.82211188,-908.2294451
AAKTSE1,6.261498397040009e-15,-212.5233575,-392.832047,-32.43521769,-917.0610153
AAKTSE1,7.030352603123115e-15,-168.5809916,-463.6268776,44.976120944922954,-928.6748077
AAKTSE2,9.69143031273446e-15,417.76676061801174,-298.8020729,-212.5698839,-458.4293264
AAKTSE2,1.046028451881754e-14,354.8113487188895,-356.8569035,-237.8385452,182.28688122174484
AAKTSE2,1.1229138724900622e-14,367.3170479308785,-358.1084007,30.061682277711895,519.3475332754326
AAKTSE2,1.1997992930983704e-14,313.19941380953435,-342.0398979,-30.10253465,357.9259631068984
AAKTSE2,1.2766847137066783e-14,268.20733524374623,-344.4436173,6.9988039872314785,273.6121707161413
AAKTSE2,1.3535701343149864e-14,221.92909506179518,-351.8773368,27.095698175325584,321.21060054760704
AAKTSE2,1.4304555549232945e-14,173.47873366772404,-336.9643895,-30.61629653,457.4390303790728
AAKTSE2,1.5073409755316022e-14,176.29776621304694,-378.7458867,7.907264329289852,447.13301576609376
AAKTSE2,1.5842263961399106e-14,174.45235431392484,-416.6118284,8.413047406272703,511.8414455975595
AAKTSE2,1.6611118167482187e-14,117.16461918247973,-356.8188812,-11.13672507,603.2920976512473
AAKTSE2,1.7379972373565267e-14,33.43930829345862,-385.3237117,8.510169115793264,608.7194163716022
AAKTSE2,1.8148826579648348e-14,26.871674172114112,-384.1496534,162.12372997055303,693.3634018
AAKTSE2,1.8917680785731432e-14,-281.4837377,-505.8944839,331.62173526975783,626.4584982567549
AAKTSE2,1.9686534991814513e-14,-509.0347052,-462.9935569,244.9430739022956,379.17803919933164
AAKTSE2,2.0455389197897593e-14,-576.249006,-533.0419228,275.0566347570554,268.0253579196865
AAKTSE2,-7.20E-15,-319.5110845,-469.5278644,369.51797338959415,583.7848988622633
AAKTSE2,-6.43E-15,-99.68538532,-314.532695,321.25708979990895,594.2511064715061
AAKTSE2,-5.66E-15,-58.17301944,-375.3408589,282.6673173,561.3762029696389
AAKTSE2,-4.89E-15,-8.889542455,-371.0823561,301.3031003983186,718.1301883566598
AAKTSE2,-4.12E-15,31.033934534693632,-403.0938533,331.0055501419673,720.7119515214586
AAKTSE2,-3.35E-15,13.937411524460515,-404.2453505,289.8068887745051,523.2103813529244
AAKTSE2,-2.58E-15,67.29422184756038,-360.920181,239.59600518482094,561.4599222955012
AAKTSE2,-1.82E-15,-140.1223012,-368.3850116,307.8762327062477,665.8472410158557
AAKTSE2,-1.05E-15,-250.7921575,-347.6298421,273.40868244989684,639.7090041806548
AAKTSE2,-2.78E-16,-153.1553472,-281.4957838,160.83668774910134,671.6018784565646
AAKTSE2,4.910760344075205e-16,-141.3588399,-293.2282911,73.88913749275108,683.4025305102524
AAKTSE2,1.2599302404906012e-15,-183.3106154,-334.4187782,-89.35285721,534.7631825639403
AAKTSE2,2.028784446573682e-15,-290.8682495,-381.505831,-201.9770741,760.3271679509617
AAKTSE2,2.7976386526567625e-15,-315.0847726,-448.3339949,-290.0660385,811.8944866713159
AAKTSE2,3.566492858739843e-15,-339.6412956,-460.4788254,-324.9710635,797.8162498361147
AAKTSE2,4.335347064822924e-15,-219.5489297,-520.9069893,78.40027509988413,812.7735685564696
AAKTSE2,5.104201270906005e-15,-181.3910083,-558.5595976,160.91828039908887,801.4586650546013
AAKTSE2,2.0083910192191092e-14,-78.20753127,-463.4799837,157.99850792051566,692.0970948860672
AAKTSE2,2.0852764398274173e-14,120.63483461365212,-427.0348142,224.19873544194252,749.5877469
AAKTSE2,7.410763889155272e-15,203.56942271453002,-520.9629781,339.49451851892525,542.8695101045538
AAKTSE2,8.179618095238352e-15,223.15956637096386,-482.8678087,437.1191905,830.4390510471305
AAKTSE2,8.948472301321433e-15,24.104154471841895,-393.4115281,401.8660846728898,890.4674808785962
AAKTSE2,9.717326507404514e-15,-130.8434796,-385.9308031,459.1696455276496,966.2592440433953
AAKTSE2,1.0486180713487594e-14,-293.5377804,-492.9967447,402.7076508268534,605.8754517
AAKTSE2,1.1255034919570675e-14,-291.1865257,-529.3226864,314.87676723717016,426.80832592854887
AAKTSE2,1.2023889125653756e-14,-144.0830487,-504.5152947,278.9025503,504.2567557600138
AAKTSE2,1.2792743331736837e-14,-132.5395717,-557.1601253,342.34166672446776,416.0885189248135
AAKTSE2,1.3561597537819916e-14,-174.0872058,-632.5382891,354.5607831347835,534.4336154229453
AAKTSE2,1.4330451743902998e-14,-17.88372882,-724.0431197,278.85212176732136,659.3009341432999
AAKTSE2,1.5099305949986082e-14,44.43197038997703,-729.3635058,339.3756826220811,781.6060306414321
AAKTSE2,1.5868160156069162e-14,53.315447379743816,-698.8772252,189.80146569906398,446.64557158400885
AAKTSE2,1.663701436215224e-14,65.32447993,-538.9676113,100.79835988715773,83.15733474880865
AAKTSE2,3.195013853033342e-15,110.90129024816657,-468.5457752,-77.04807926,-108.4531243
AAKTSE2,3.963868059116423e-15,152.24476723793353,-260.6939391,-90.79340729,-248.7924723
AAKTSE2,4.7327222651995034e-15,-36.46842244,454.59234149208055,-129.3076242,-376.2140424
AAKTSE2,5.501576471282584e-15,-4.353834338,661.8930665030958,23.303714417308893,-418.8411681
AAKTSE2,6.270430677365665e-15,31.88853154056719,496.4637915141119,40.63283082762467,-483.9405161
AAKTSE2,7.039284883448746e-15,3.6886751970010447,346.67673874734976,187.7563916823845,-545.7743085
AAKTSE2,7.808139089531826e-15,69.50659663121272,580.6307970916992,210.44328587047832,-518.8636564
AAKTSE2,8.576993295614907e-15,147.09562917653483,719.8937443249366,224.8112911696831,-519.5385599
AAKTSE2,9.345847501697987e-15,161.40910616630168,808.711136,236.30929646888688,-508.6401301
AAKTSE2,1.0114701707781068e-14,198.25147204495735,630.8285276803015,204.06285732364768,-481.2605892
AAKTSE2,1.0883555913864147e-14,205.42050459027948,645.2481415802058,201.9841959561855,-496.5466038
AAKTSE2,1.1652410119947231e-14,249.8462038022694,818.8477554801102,215.40664569983423,-486.8226184
AAKTSE2,1.2421264326030312e-14,127.94634745870331,789.3184804911267,149.54020655459502,-495.5252997
AAKTSE2,-1.02E-15,82.59982444846919,572.0058721688082,165.3248785204658,-511.6546476
AAKTSE2,-2.52E-16,175.88774588268106,638.2677082909348,123.57510604189262,-505.97844
AAKTSE2,5.169722290775737e-16,294.5245562,721.5162110797279,59.400889118875405,-522.6811213
AAKTSE2,1.2858264351606544e-15,256.81692208443684,688.8502694240773,83.42556108,-573.3504692
AAKTSE2,2.054680641243735e-15,277.50039907420376,460.57432776842626,42.37578860617296,-569.1020394
AAKTSE2,2.8235348473268157e-15,232.13720939730362,584.0661639,-153.565095,-603.028054
AAKTSE2,3.5923890534098956e-15,209.4362419426265,875.9457777904576,-239.1010291,-718.8307353
AAKTSE2,4.361243259493002e-15,82.25083004350446,818.0309472459179,-96.44575105,-676.2689721
AAKTSE2,5.130097465576083e-15,56.884307033271284,901.0527833680443,14.756698691880157,-706.3983201
AAKTSE2,2.0109806386861167e-14,36.73556180081623,979.8368417123938,76.66692621330697,-700.8287791
AAKTSE2,2.0878660592944248e-14,-28.39318343,769.8686778345201,61.95715373473378,-700.6347937
AAKTSE2,2.1647514799027332e-14,-31.575262,827.7582917344247,54.38738125616055,-716.907475
AAKTSE2,8.205514289908406e-15,-37.2806739,894.0034611898847,102.45760877758734,-708.5201563
AAKTSE2,8.974368495991512e-15,9.661691982105761,706.3764084231224,105.61783629901413,-656.7361709
AAKTSE2,9.743222702074592e-15,-15.25149769,894.5238001008048,117.42806382044091,-691.0355189
AAKTSE2,1.0512076908157671e-14,12.256019699013788,1038.6895756168713,9.068291341867708,-710.2448668
AAKTSE2,1.1280931114240754e-14,-9.271210382,807.9974723450586,3.1485188632945125,-703.4042148
AAKTSE2,1.2049785320323834e-14,4.874488830062333,678.1681973560741,-1.051253615,-733.3924516
AAKTSE2,1.2818639526406917e-14,58.58352137538421,1030.9155890337565,-10.05102609,-695.9429106
AAKTSE2,1.3587493732489996e-14,71.31144281,869.9463140447718,232.32920142757487,-626.4122586
AAKTSE2,1.4356347938573076e-14,54.998253132696064,1068.2792612780092,239.2183178378897,-597.726051
AAKTSE2,1.5125202144656157e-14,-183.6216032,872.8566529556917,192.14965647042843,-637.2109545
AAKTSE2,1.5894056350739238e-14,-215.6481262,918.2129335222633,188.73321732518926,-597.5136358
AAKTSE2,1.6662910556822318e-14,9.230098243,1138.0485070181276,194.97011151328206,-649.9496504
AAKTSE2,1.7431764762905402e-14,-240.9633945,927.7266058,202.93033903470888,-710.9889983
AAKTSE2,3.989764253786501e-15,-233.3576953,995.3839974441989,148.52056655613563,-644.0883463
AAKTSE2,4.758618459869582e-15,-295.8531072,893.3358335663257,153.2096829664504,-505.785472
AAKTSE2,5.5274726659526625e-15,-351.4087211,862.1359525167351,180.01102159898923,-551.5970422
AAKTSE2,6.296326872035743e-15,-275.8561532,974.2028391439128,181.2212491,-586.4130568
AAKTSE2,7.065181078118824e-15,-306.7471206,936.3824530438171,197.41147664184277,-599.5201825
AAKTSE2,7.834035284201905e-15,-240.9991992,928.1098447214994,192.9783708299356,-622.7473082
AAKTSE2,8.602889490284985e-15,-262.5923889,777.2905697325151,204.77193168469634,-622.8244339
AAKTSE2,9.371743696368066e-15,-140.710023,992.0724058546417,213.71660365056718,-641.5937819
AAKTSE2,1.0140597902451148e-14,-312.8287682,753.3953530878797,187.91238672754994,-651.6131298
AAKTSE2,1.0909452108534227e-14,-267.6452912,838.7338558766733,90.49261424897674,-692.0624778
AAKTSE2,1.1678306314617308e-14,-205.4484809,876.5390253321335,-18.35715823,-731.3218257
AAKTSE2,1.2447160520700387e-14,-307.4316706,632.5508614542599,-33.2158196,-693.274507
AAKTSE2,1.3216014726783471e-14,-327.6637492,503.28603090972047,-80.61003652,-727.1227438
AAKTSE2,-2.26E-16,-297.8513833,505.66786703184675,-82.16092011,-801.2787585
AAKTSE2,5.428684237476521e-16,-283.1334618,499.4597031539736,-310.4484704,-941.893662
AAKTSE2,1.3117226298307328e-15,-278.6033182,600.5048726094335,-351.3726873,-1032.705232
AAKTSE2,2.080576835913814e-15,-186.2853967,621.5944865093379,-460.3257931,-1099.347913
AAKTSE2,2.8494310419968937e-15,-129.8685864,952.4829892981314,-473.09001,-1094.490595
AAKTSE2,3.618285248079975e-15,-206.6839983,967.9603809758139,-481.2408936,-1041.698832
AAKTSE2,4.3871394541630555e-15,-305.8605213,1079.2399948757184,-446.759555,-1035.805957
AAKTSE2,5.155993660246136e-15,-447.4543171,895.1082956443097,-425.234883,-986.2253052
AAKTSE2,5.924847866329217e-15,-490.9124562,819.7925560088611,-214.8635444,-791.9046531
AAKTSE2,6.6937020724122975e-15,-255.3200904,753.0277254643205,204.84446091641402,-811.8217789
AAKTSE2,7.462556278495378e-15,-122.5788356,447.85845047533695,261.97579954895184,-741.9655713
AAKTSE2,8.231410484578459e-15,-151.7353586,393.3936199307963,127.66158262593463,-559.6849192
AAKTSE2,9.000264690661541e-15,-271.6596594,784.0999004973677,78.74292125847141,-502.0409338
AAKTSE2,-4.44E-15,-131.7961824,902.7872921750502,-55.86351789,-241.2291707
AAKTSE2,-3.67E-15,-117.0427054,1076.4169060749546,138.07559852354797,-139.1762964
AAKTSE2,-2.90E-15,-32.93145065,935.5231866415259,-34.86306284,-461.6600888
AAKTSE2,-2.14E-15,-73.29797366,630.4916894303194,-43.36283532,-789.4094367
AAKTSE2,1.2844535721076968e-14,-106.5467189,186.6990811080018,-94.60816336,-268.2998958
AAKTSE2,1.3613389927160047e-14,-37.55990857,-98.1224161,83.20539749814375,125.83408961806595
AAKTSE2,1.4382244133243133e-14,-152.0036033,-132.8612871,83.83006946401497,-3.496369439
AAKTSE2,1.515109833932621e-14,-187.107399,-131.4809661,66.60585254099776,-170.1123841
AAKTSE2,1.591995254540929e-14,-211.8472554,-139.1946855,198.81830228464653,-66.45264109
AAKTSE2,1.668880675149237e-14,-223.0893339,-137.6350716,258.91408536162936,70.78336449948414
AAKTSE2,1.7457660957575452e-14,-221.0314125,-209.2465688,222.6598684386112,383.25179433094996
AAKTSE2,1.8226515163658533e-14,-199.9734911,-211.3836216,76.96787373781595,735.1513352735268
AAKTSE2,1.8995369369741617e-14,-105.0533474,-211.3151188,-116.0674543,550.2308762161026
AAKTSE2,5.553368860622716e-15,609.9645740157732,-164.7410605,-56.03278233,398.42375049201314
AAKTSE2,6.3222230667057956e-15,856.5880510055392,-239.715891,65.40522297,519.6499581012564
AAKTSE2,7.091077272788877e-15,839.0559724,-532.6040549,91.19989493,282.9783879
AAKTSE2,7.859931478871958e-15,916.9861160961848,-681.2255521,75.40234467828309,264.32348443085414
AAKTSE2,8.628785684955038e-15,669.3095930859517,-739.6092715,75.62590553304268,594.1019142623197
AAKTSE2,9.397639891038119e-15,375.2186256312737,-561.9974354,14.267244165581545,684.8258996493415
AAKTSE2,1.01664940971212e-14,123.3394763584146,-357.4457003,35.73080502034121,575.8709961474733
AAKTSE2,1.093534830320428e-14,-127.8866426,-240.4093187,114.82436587510104,735.1549815344941
AAKTSE2,1.170420250928736e-14,-208.7276101,-246.5630381,187.73348228541684,798.4667447
AAKTSE2,1.2473056715370442e-14,-45.60746641,-455.9478687,311.63815425128865,666.8696189752036
AAKTSE2,1.3241910921453522e-14,450.9737883578862,-449.6093659,266.9683817727154,326.77027102889156
AAKTSE2,1.4010765127536603e-14,239.80059868098604,-360.8275298,116.37860929414222,119.7798119714684
AAKTSE2,5.687646184177053e-16,-116.242591,-347.1712492,-51.90782985,346.7593529140442
AAKTSE2,1.337618824500786e-15,-215.7157807,-375.3349686,-204.3076023,614.6477827
AAKTSE2,2.106473030583867e-15,-222.7023037,-410.3909103,-90.29737481,448.4262125769759
AAKTSE2,2.8753272366669473e-15,-16.32771558,-371.076852,-54.18936951,472.63242018621963
AAKTSE2,3.644181442750041e-15,199.2513169631545,-142.2250158,145.3597469012762,642.2286277954626
AAKTSE2,4.413035648833121e-15,228.67812728625438,-291.0954019,206.2744189,712.6859465158163
AAKTSE2,5.181889854916202e-15,288.9027153871323,-426.7946769,179.81353527746273,722.3488207917272
AAKTSE2,5.950744060999283e-15,292.7617479324552,-457.1117297,224.56154057666765,678.7261395
AAKTSE2,6.7195982670823625e-15,278.8685582555551,-510.8610047,225.74399032031636,667.2801248991028
AAKTSE2,7.488452473165444e-15,266.40203524532194,-569.1025019,186.50421784174313,645.7252213972349
AAKTSE2,8.257306679248525e-15,263.4566233461999,-558.5273324,247.24555647428093,686.3258734509225
AAKTSE2,9.026160885331604e-15,255.5401003359667,-348.6143852,109.68467288459674,494.9920810601662
AAKTSE2,9.795015091414686e-15,495.70024399240066,-121.6636602,70.06045596157905,339.23273311385367
AAKTSE2,-3.65E-15,698.3903876488334,-187.5840463,102.7195723718943,141.77338516754185
AAKTSE2,-2.88E-15,834.1905313052674,-215.229988,236.7564665599881,439.4107038878961
AAKTSE2,-2.11E-15,833.6351194061453,-232.8381518,319.2855829703039,713.7146892749174
AAKTSE2,-1.34E-15,746.0399095272253,-285.3068208,290.6002549361746,615.9720079952723
AAKTSE2,-5.72E-16,313.1398512,-384.0400351,352.01492690204645,546.2904378267381
AAKTSE2,1.9728561271119155e-16,89.87666148655727,-390.1059768,244.4962655345842,462.69664543598094
AAKTSE2,9.661398187942722e-16,150.54680514299088,-405.317474,324.20093750045504,635.0328530452247
AAKTSE2,1.734994024877353e-15,164.9413932438688,-454.9845268,145.7489427996598,483.2090606544679
AAKTSE2,2.5038482309604336e-15,148.34375912252466,-503.2104684,-12.4830519,407.3486015970444
AAKTSE2,3.2727024370435147e-15,127.20390277895855,-527.1419656,-77.7450466,281.0159203173992
AAKTSE2,1.8252411358328602e-14,141.71071310205846,-548.214574,-224.7503746,167.15212792664227
AAKTSE2,4.810410849209688e-15,167.41419009182533,-547.2105156,-126.8223693,-23.74944224
AAKTSE2,5.579265055292769e-15,238.32766708159224,-500.1164573,-34.93214182,-256.8299013
AAKTSE2,6.3481192613758496e-15,203.33336629358112,-193.1379545,171.6703079282206,-353.0048048
AAKTSE2,7.11697346745893e-15,168.1223988,-73.77278503,300.76386878298143,-299.8252639
AAKTSE2,7.885827673542011e-15,87.44254249533688,-45.67761557,231.31854074885217,-419.276834
AAKTSE2,1.5492545220241026e-15,26.397130596215778,-26.48911279,189.68321271472297,-487.3228486
AAKTSE2,2.318108728107183e-15,-2.79494797,20.46605666979889,226.02899579170574,-426.0255299
AAKTSE2,3.0869629341902637e-15,-50.5236932,-14.05988499,239.07255664646556,-498.6882112
AAKTSE2,3.8558171402733436e-15,19.040894898849412,-194.0458266,253.46126901637732,-312.2396804
AAKTSE2,4.624671346356425e-15,65.89326077750538,-226.9673239,143.5696783559862,207.0130929079652
AAKTSE2,5.393525552439506e-15,132.53562665616124,-220.4143766,220.03657254407992,409.013745
AAKTSE2,1.3267807116123588e-14,142.85243697926114,-215.9314294,147.90902228772873,187.48884145978496
AAKTSE2,6.9312339646056805e-15,106.2792473023613,-238.0229266,175.5425831424885,259.36949351347266
AAKTSE2,7.70008817068876e-15,32.70383540323979,-235.7199794,182.85058844169336,192.60903445604947
AAKTSE2,8.468942376771841e-15,36.48286794856181,-273.735921,83.47081596312009,144.76413095418164
AAKTSE2,9.237796582854922e-15,224.1319004938847,-289.835196,-168.223401,343.3247830078691
AAKTSE2,1.0006650788938017e-14,313.86759970587354,-298.0511377,-245.398729,501.63099061711284
AAKTSE2,1.0775504995021096e-14,303.61552114008447,-333.8581904,-279.0618348,232.64830933746703
AAKTSE2,4.4389318435031745e-15,196.76677590762932,-334.1719099,-395.5038295,210.00229472448854
AAKTSE2,5.207786049586268e-15,138.73025289739627,-319.8989626,-462.3469353,272.48628011150936
AAKTSE2,5.976640255669349e-15,165.38372988716313,-340.7149043,-367.2855967,513.0802654985312
AAKTSE2,6.745494461752429e-15,125.28720687693004,-329.8786237,-155.4264803,603.5298064
AAKTSE2,7.514348667835511e-15,93.63795659396966,-341.7833533,101.39263613453443,668.8449029392399
AAKTSE2,8.28320287391859e-15,10.383049745352956,-300.7060626,104.73286365596118,649.5555549929277
AAKTSE2,1.946629722400682e-15,11.69581966441251,-285.0408931,147.11198006627703,615.3317626021715
AAKTSE2,2.7154839284837626e-15,26.791114835997607,-332.0823903,306.4244298099258,608.2968591003032
AAKTSE2,3.4843381345668433e-15,8.855702936876101,-345.0805542,261.49354622024157,379.80751115399113
AAKTSE2,4.253192340649924e-15,14.174735482198475,-361.2564959,236.37821818611238,217.7014965410119
AAKTSE2,5.0220465467330046e-15,-16.77845419,-390.2857709,250.24622348531722,187.38325970581073
AAKTSE2,5.790900752816085e-15,-7.434977205,-405.3683792,275.7475621,413.87946731505497
AAKTSE2,6.559754958899166e-15,-22.64483355,-407.6898764,369.4944563059488,584.6301193687423
AAKTSE2,2.2318180738125743e-16,40.803087885709935,-469.9013736,412.0601383728306,608.8587512204101
AAKTSE2,9.92036013464338e-16,14.283231542143824,-554.4517597,220.93713357102433,419.6458679
AAKTSE2,8.86631757714842e-15,-6.471069246,-650.2665903,146.38402775911817,313.40318664091683
AAKTSE2,9.6351717832315e-15,-5.829814478,-682.8458652,90.27536639165591,387.28909121985765
AAKTSE2,1.0404025989314582e-14,9.265884733666532,-704.1973625,86.75003835752715,547.6722685260704
AAKTSE2,1.1172880195397664e-14,92.29713950121143,-695.0466374,122.0680436567315,511.5684761353138
AAKTSE2,4.836307043879754e-15,96.69394982431132,-655.4370235,163.75604895593634,516.3646837
AAKTSE2,5.605161249962835e-15,113.35631570296722,-620.9218541,56.937387588474095,295.0320024649116
AAKTSE2,6.3740154560459146e-15,114.33534824829009,-597.4133513,-62.753496,264.46598785193277
AAKTSE2,7.142869662128996e-15,103.42882523805702,-604.7259596,-67.40185434,301.2921954611765
AAKTSE2,7.911723868212077e-15,114.77785778337858,-601.5385679,-133.503041,310.3239586259753
AAKTSE2,8.680578074295157e-15,112.99466810647976,-626.9311763,-28.66614677,646.6201662352182
AAKTSE2,9.449432280378238e-15,121.48370065180166,-643.7793401,-102.8825859,538.3785960666839
AAKTSE2,3.11285912886033e-15,150.86828875267958,-639.0008374,-242.4979139,515.8959147870388
AAKTSE2,3.88171333494341e-15,145.27509907577942,-650.7723346,-285.2021309,730.1021223962817
AAKTSE2,4.650567541026491e-15,158.66524273221333,-685.4127207,-15.99968113,922.5061077833034
AAKTSE2,5.4194217471095715e-15,140.59760861086923,-663.165329,287.69105144293127,850.7448406450712
AAKTSE2,6.188275953192652e-15,163.4588633784141,-613.1934929,326.65521835829793,795.1285230017901
AAKTSE2,6.957130159275733e-15,178.39456259040298,-634.8183234,294.10100143527984,749.7613972776998
AAKTSE2,6.205570077578243e-16,186.31248402461492,-653.9753762,-2.350993266,447.31316044249877
AAKTSE2,1.389411213840905e-15,378.5715165699367,-700.8713178,-66.9963213,364.7760347184086
AAKTSE2,2.1582654199239857e-15,499.25166022637063,-707.1283706,106.66946177733817,723.9777978832074
AAKTSE2,2.9271196260070663e-15,225.82958166058154,-557.8298678,279.8396893,686.8751166035622
AAKTSE2,3.695973832090153e-15,96.60639198368146,-450.4024761,279.5710279313028,567.549102
AAKTSE2,1.1570255395774236e-14,14.59542452900433,-467.8339733,207.51014434161857,645.1264207109377
AAKTSE2,5.233682244256327e-15,-33.0733207,-510.9110261,1.072594085267335,453.9115172090702
